"pathway","description","functional_category","t","p","FDR","mcra_asv_contrib","mean_counts_per_million","shown_in_panel_c"
"PWY-6125","superpathway of guanosine nucleotides de novo biosynthesis II","Other housekeeping (excluded)",2.78764619709163,0.00537416463868554,0.0174982800635601,0.0296377457508793,5683.17612142153,FALSE
"NONMEVIPP-PWY","methylerythritol phosphate pathway I","Other housekeeping (excluded)",2.75424650168371,0.00591058432049184,0.0185475758158412,0.00399357156330862,5032.94400622318,FALSE
"PWY-7560","methylerythritol phosphate pathway II","Other housekeeping (excluded)",2.75424650167497,0.00591058432049166,0.0185475758158412,0.00399357156330862,5032.94400622318,FALSE
"PWY0-1297","superpathway of purine deoxyribonucleosides degradation","Other housekeeping (excluded)",2.75078302586422,0.00592428711562496,0.0185475758158412,0.00502642099823474,3018.92640751273,FALSE
"GLUTORN-PWY","L-ornithine biosynthesis","Other housekeeping (excluded)",2.72581314385037,0.00663520039326645,0.0201547787186466,0.0331330713457641,5365.1177614932,FALSE
"PWY-2942","L-lysine biosynthesis III","Other housekeeping (excluded)",2.67808215109112,0.00766974261036567,0.022580286561125,0.0281204136248264,6560.9897021667,FALSE
"PWY-5910","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","Other housekeeping (excluded)",2.55142178156327,0.010592046091945,0.0289326359692727,0.0615242424296107,277.382477126621,FALSE
"GALACT-GLUCUROCAT-PWY","superpathway of hexuronide and hexuronate degradation","Other housekeeping (excluded)",2.48964095150268,0.0125825792925432,0.0339146342520867,0,1440.32133062967,FALSE
"PWY-6901","superpathway of glucose and xylose degradation","Other housekeeping (excluded)",2.40665411943809,0.0164282946089521,0.0423184551002753,0.0133190951583538,3104.1280369336,FALSE
"PWY-5097","L-lysine biosynthesis VI","Other housekeeping (excluded)",2.36931682453841,0.0180433293607932,0.0458977190615178,0.0310525317915564,6117.69372301128,FALSE
"PWY0-781","aspartate superpathway","Other housekeeping (excluded)",2.34970137318993,0.0184214635290619,0.0462810842983223,0.0254001345901829,4241.41554056222,FALSE
"PWY-621","sucrose degradation III (sucrose invertase)","Other housekeeping (excluded)",2.29889795831725,0.0211145382880798,0.0517687776099307,0.00516330458502243,2400.2681841923,FALSE
"P161-PWY","acetylene degradation","Other housekeeping (excluded)",2.2804607370834,0.0221929289182641,0.0532223211308587,4.0672082492037e-05,4484.33058369903,FALSE
"OANTIGEN-PWY","O-antigen building blocks biosynthesis (E. coli)","Other housekeeping (excluded)",2.22395042705004,0.0265088522842821,0.0609553835011459,0.0305832514932829,5211.28362800477,FALSE
"PWY-841","superpathway of purine nucleotides de novo biosynthesis I","Other housekeeping (excluded)",2.20526310122304,0.0272254776518262,0.0622515135072656,0.0299539812004828,5815.02484012439,FALSE
"PRPP-PWY","superpathway of histidine, purine, and pyrimidine biosynthesis","Other housekeeping (excluded)",2.19046036486099,0.0278313640672286,0.06328136969476,0.0342974356244223,3767.89246709532,FALSE
"PWY-6151","S-adenosyl-L-methionine cycle I","Other housekeeping (excluded)",2.1795629811188,0.0287151037142374,0.0649280400649701,0.0202925136919069,2901.51244390153,FALSE
"PWY-6507","4-deoxy-L-threo-hex-4-enopyranuronate degradation","Other housekeeping (excluded)",2.16361389897888,0.0297797800270468,0.0669633727680003,0,1601.06664847696,FALSE
"THRESYN-PWY","superpathway of L-threonine biosynthesis","Other housekeeping (excluded)",2.15629272829386,0.030759760276094,0.0687869364415948,0.0335530514634292,5598.92978848665,FALSE
"TRNA-CHARGING-PWY","tRNA charging","Other housekeeping (excluded)",2.12285915836757,0.0335011820836806,0.0741031581959674,0.0313303389835196,4959.77388319501,FALSE
"UDPNAGSYN-PWY","UDP-N-acetyl-D-glucosamine biosynthesis I","Other housekeeping (excluded)",2.04680243162391,0.0401147155971946,0.0860097214500573,0.0319149699194103,5480.37034449019,FALSE
"POLYISOPRENSYN-PWY","polyisoprenoid biosynthesis (E. coli)","Other housekeeping (excluded)",2.04002642698119,0.0403632845134175,0.0860097214500573,0.0249537385693336,4726.82090049329,FALSE
"PWY-3001","superpathway of L-isoleucine biosynthesis I","Other housekeeping (excluded)",2.03123417542365,0.0417382387945981,0.0875642432443372,0.0322110620512717,6388.63818105983,FALSE
"PWY-5103","L-isoleucine biosynthesis III","Other housekeeping (excluded)",1.99805876693658,0.0451611572831077,0.0928312677486103,0.0308507091135176,7277.60071621254,FALSE
"GLUCUROCAT-PWY","superpathway of &beta;-D-glucuronide and D-glucuronate degradation","Other housekeeping (excluded)",1.98124135275912,0.0463988061560648,0.0946404831635164,0,1934.79158621036,FALSE
"FUC-RHAMCAT-PWY","superpathway of fucose and rhamnose degradation","Other housekeeping (excluded)",1.92478529480212,0.0530577196600449,0.103322927759035,0.0369207479703221,543.251938978687,FALSE
"TRPSYN-PWY","L-tryptophan biosynthesis","Other housekeeping (excluded)",1.87449765365182,0.0602062279036701,0.109902594908201,0.0276168450648982,5360.56559688359,FALSE
"BRANCHED-CHAIN-AA-SYN-PWY","superpathway of branched amino acid biosynthesis","Other housekeeping (excluded)",1.87112498266447,0.0604869318413686,0.109902594908201,0.0302752405022082,7990.81700753232,FALSE
"PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","Other housekeeping (excluded)",1.86133390157625,0.0614826991121425,0.110103710538912,0.037580040538545,6179.90322018022,FALSE
"PWY-6277","superpathway of 5-aminoimidazole ribonucleotide biosynthesis","Other housekeeping (excluded)",1.86133390157625,0.0614826991121425,0.110103710538912,0.037580040538545,6179.90322018022,FALSE
"COBALSYN-PWY","adenosylcobalamin salvage from cobinamide I","Other housekeeping (excluded)",1.78667315262704,0.0721661489701045,0.124985628216309,0.0224235146399533,2905.56221745416,FALSE
"PWY-7242","D-fructuronate degradation","Other housekeeping (excluded)",1.73794141808958,0.0804398299357833,0.138139286007864,0,2970.40906267241,FALSE
"PWY-6269","adenosylcobalamin salvage from cobinamide II","Other housekeeping (excluded)",1.71424016203596,0.0843835921582112,0.142271622818008,0.0333402733240036,2456.46349272242,FALSE
"PWY-5121","superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)","Other housekeeping (excluded)",1.70898848042155,0.0857305912506351,0.143589920325138,0.011144741654689,4996.60787698726,FALSE
"PWY-7228","superpathway of guanosine nucleotides de novo biosynthesis I","Other housekeeping (excluded)",1.6101864604895,0.105031871538665,0.172370853694502,0.0307759516242176,5866.1858532862,FALSE
"PWY-922","mevalonate pathway I","Other housekeeping (excluded)",1.5965583282031,0.108098742571279,0.175509693254219,0.0891591614437869,216.794239729109,FALSE
"FUCCAT-PWY","fucose degradation","Other housekeeping (excluded)",1.59370487040028,0.109100620131001,0.175509693254219,0.045118549711532,651.744640465573,FALSE
"THISYN-PWY","superpathway of thiamin diphosphate biosynthesis I","Other housekeeping (excluded)",1.59113159705267,0.10902654562842,0.175509693254219,0.0313112770330907,3267.89776927548,FALSE
"DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","Other housekeeping (excluded)",1.5360937054485,0.123667902309671,0.19508851255828,0.0314653370282372,5425.65688054084,FALSE
"GALACTUROCAT-PWY","D-galacturonate degradation I","Other housekeeping (excluded)",1.48774309869474,0.13385558465145,0.205581973408077,0,2065.11942853445,FALSE
"PANTOSYN-PWY","pantothenate and coenzyme A biosynthesis I","Other housekeeping (excluded)",1.48684061672937,0.13548279580186,0.20575185780357,0.015385867316095,4933.31223491347,FALSE
"PWY-5509","adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I","Other housekeeping (excluded)",1.39020915658988,0.161076747620826,0.241096573041983,0.0390730696385189,2439.35396608925,FALSE
"PWY-6892","thiazole biosynthesis I (E. coli)","Other housekeeping (excluded)",1.36438039656953,0.16900932888259,0.251046703851146,0.0218565709487787,1991.00738200971,FALSE
"PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","Other housekeeping (excluded)",1.32851167412244,0.180829255139939,0.264739233244443,0.0208030866213822,4475.58628985588,FALSE
"PWY-6317","galactose degradation I (Leloir pathway)","Other housekeeping (excluded)",1.32161652227302,0.182905443393139,0.266488224988362,0.0152372610445302,3704.61774425235,FALSE
"PWY-6545","pyrimidine deoxyribonucleotides de novo biosynthesis III","Other housekeeping (excluded)",1.21820454940927,0.219211331249286,0.310867636998117,0.0372023729216626,3206.14008260599,FALSE
"PWY-5177","glutaryl-CoA degradation","Other housekeeping (excluded)",1.15389656668571,0.244428053208909,0.334956961804802,0.037406231432787,235.117499705052,FALSE
"P4-PWY","superpathway of L-lysine, L-threonine and L-methionine biosynthesis I","Other housekeeping (excluded)",1.13410182124038,0.25255972443682,0.343785310521023,0.0249083928307201,4441.97068921084,FALSE
"MET-SAM-PWY","superpathway of S-adenosyl-L-methionine biosynthesis","Other housekeeping (excluded)",1.11351887973669,0.26122908458125,0.350891872688346,0.0249604430531025,3972.83089660214,FALSE
"PWY-7013","L-1,2-propanediol degradation","Other housekeeping (excluded)",1.08744481556304,0.272506241471755,0.360097533373391,9.45189814663824e-05,144.605447931551,FALSE
"POLYAMSYN-PWY","superpathway of polyamine biosynthesis I","Other housekeeping (excluded)",1.06237271728322,0.284060063679976,0.369368836797925,0.0301948823914029,1376.98483139972,FALSE
"PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","Other housekeeping (excluded)",0.943102224962426,0.341406140146178,0.430192876283264,0.0438248353892984,4685.29365014636,FALSE
"PWY-6728","methylaspartate cycle","Other housekeeping (excluded)",0.938101182805308,0.345822683230691,0.434286419212936,0.0309309708757147,250.87535622931,FALSE
"RHAMCAT-PWY","L-rhamnose degradation I","Other housekeeping (excluded)",0.889299749714455,0.369884342850027,0.451895293447094,0,1442.46270643426,FALSE
"GOLPDLCAT-PWY","superpathway of glycerol degradation to 1,3-propanediol","Other housekeeping (excluded)",0.880600378713707,0.374386251217095,0.454851355956292,0,24.0263395672776,FALSE
"PWY-7221","guanosine ribonucleotides de novo biosynthesis","Other housekeeping (excluded)",0.877109661759707,0.376120351939425,0.455598164402816,0.033725418413119,6034.23272862343,FALSE
"HOMOSER-METSYN-PWY","L-methionine biosynthesis I","Other housekeeping (excluded)",0.785541302755548,0.427842035840571,0.509157042652375,0.0120283175101734,3170.9547069805,FALSE
"PWY-5005","biotin biosynthesis II","Other housekeeping (excluded)",0.754450893540997,0.446595708175782,0.525079119510002,0.0125929061488215,154.905932627631,FALSE
"ILEUSYN-PWY","L-isoleucine biosynthesis I (from threonine)","Other housekeeping (excluded)",0.662801019046026,0.503778613135956,0.580843896731824,0.0292695308940795,8922.83385739982,FALSE
"VALSYN-PWY","L-valine biosynthesis","Other housekeeping (excluded)",0.662801019046026,0.503778613135956,0.580843896731824,0.0292695308940795,8922.83385739982,FALSE
"PWY-5101","L-isoleucine biosynthesis II","Other housekeeping (excluded)",0.415717832925796,0.674990393750103,0.739192216265084,0.0316876745194582,9142.39369047743,FALSE
"P562-PWY","myo-inositol degradation I","Other housekeeping (excluded)",0.347677424436401,0.725344942211703,0.778932431346077,0,1412.05500855734,FALSE
"PANTO-PWY","phosphopantothenate biosynthesis I","Other housekeeping (excluded)",0.323834117006036,0.744046468519116,0.796650288597646,0.00313085673289488,5190.57180497395,FALSE
"P125-PWY","superpathway of (R,R)-butanediol biosynthesis","Other housekeeping (excluded)",0.297388955690636,0.763781049878851,0.811642003396064,0.0281738351762285,552.745415663672,FALSE
"RIBOSYN2-PWY","flavin biosynthesis I (bacteria and plants)","Other housekeeping (excluded)",0.277447443843571,0.779314225935319,0.821712150144235,0.0140179817925679,5127.22686904229,FALSE
"SER-GLYSYN-PWY","superpathway of L-serine and glycine biosynthesis I","Other housekeeping (excluded)",0.232005254406036,0.815134406026015,0.855050781578836,0.0201303861331375,6647.58140080293,FALSE
"ARG+POLYAMINE-SYN","superpathway of arginine and polyamine biosynthesis","Other housekeeping (excluded)",0.215709789633702,0.827470772926815,0.863540011746701,0.0289049995181916,2363.53548880568,FALSE
"PWY-5659","GDP-mannose biosynthesis","Other housekeeping (excluded)",0.159619864620386,0.872005855332705,0.903069677151173,0.0242624417550422,6095.53321982669,FALSE
"ARGORNPROST-PWY","arginine, ornithine and proline interconversion","Other housekeeping (excluded)",0.11210557593386,0.909668202074624,0.93642733730429,0.0155279174386142,1282.85987636525,FALSE
"PWY-6662","superpathway of quinolone and alkylquinolone biosynthesis","Other housekeeping (excluded)",0.110436832468851,0.91111849035012,0.93642733730429,0.00435253414926856,424.332291801635,FALSE
"PWY-6660","2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis","Other housekeeping (excluded)",0.103132781973284,0.916974687772745,0.936607363310543,0.0046748200761134,449.150504536746,FALSE
"PWY-5837","1,4-dihydroxy-2-naphthoate biosynthesis I","Other housekeeping (excluded)",0.0749746973659245,0.939688001507537,0.948433517436795,0,1077.0784973135,FALSE
"PWY-6383","mono-trans, poly-cis decaprenyl phosphate biosynthesis","Other housekeeping (excluded)",0.0744958902752125,0.939969047254608,0.948433517436795,0.0348932074918782,1132.99145695233,FALSE
"PWY-7237","myo-, chiro- and scillo-inositol degradation","Other housekeeping (excluded)",0.0394117729486281,0.968231917222936,0.973013309406753,0,2420.64723784695,FALSE
"ASPASN-PWY","superpathway of L-aspartate and L-asparagine biosynthesis","Other housekeeping (excluded)",-0.031909756930605,0.974448056995441,0.976848175362425,0.0230355673869122,1926.30748232618,FALSE
"PWY-5695","urate biosynthesis/inosine 5'-phosphate degradation","Other housekeeping (excluded)",-0.0962167433520912,0.922731404056911,0.936607363310543,0.0177756581274637,5881.85189977315,FALSE
"PWY-1422","vitamin E biosynthesis (tocopherols)","Other housekeeping (excluded)",-0.125745266507166,0.898978750174086,0.928640485585921,0,3.57752194346129,FALSE
"PWY-7199","pyrimidine deoxyribonucleosides salvage","Other housekeeping (excluded)",-0.194762460433018,0.843984975607291,0.876280319061652,0.00823855074112052,2877.85060687881,FALSE
"PWY-5505","L-glutamate and L-glutamine biosynthesis","Other housekeeping (excluded)",-0.201466109992641,0.838464851168649,0.872775433313657,0.00530647750236385,3422.58860456747,FALSE
"PWY-5265","peptidoglycan biosynthesis II (staphylococci)","Other housekeeping (excluded)",-0.222001758587422,0.822551777461473,0.860613299297736,0.000362039316485374,75.6984777292849,FALSE
"PWY-3801","sucrose degradation II (sucrose synthase)","Other housekeeping (excluded)",-0.255012139863151,0.796870755031496,0.838052706195914,0.00340787702447431,28.0505133762365,FALSE
"PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","Other housekeeping (excluded)",-0.279989003502624,0.777328190795003,0.821712150144235,0.030863093872717,5391.31291545542,FALSE
"DHGLUCONATE-PYR-CAT-PWY","glucose degradation (oxidative)","Other housekeeping (excluded)",-0.283157852845853,0.774695090977118,0.821096099030434,0,34.8901026432427,FALSE
"LACTOSECAT-PWY","lactose and galactose degradation I","Other housekeeping (excluded)",-0.313256027508014,0.751616220678023,0.800805763916113,0,119.381346210442,FALSE
"AST-PWY","L-arginine degradation II (AST pathway)","Other housekeeping (excluded)",-0.358816424849244,0.71691323885507,0.772551618208439,0,620.007024459944,FALSE
"PWY-7295","L-arabinose degradation IV","Other housekeeping (excluded)",-0.366110828769905,0.717504942709558,0.772551618208439,0,82.1841609340869,FALSE
"PWY-7527","L-methionine salvage cycle III","Other housekeeping (excluded)",-0.368889054250901,0.709660357981857,0.770218041862976,0.0198775215455527,73.5620354754525,FALSE
"PWY-5507","adenosylcobalamin biosynthesis I (early cobalt insertion)","Other housekeeping (excluded)",-0.397065335989174,0.68873236554178,0.751512259451755,0.0531821269585409,230.172299514397,FALSE
"PWY-7200","superpathway of pyrimidine deoxyribonucleoside salvage","Other housekeeping (excluded)",-0.414498461545155,0.67562531806047,0.739192216265084,0.0284769541965506,3165.06114779182,FALSE
"PWY-4361","S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation","Other housekeeping (excluded)",-0.438252562207473,0.65829944152865,0.726091795940814,0.02782924387676,50.694921836542,FALSE
"THREOCAT-PWY","superpathway of L-threonine metabolism","Other housekeeping (excluded)",-0.445658796895725,0.652614345961146,0.721777279364637,0.0391547443374983,96.8891060032557,FALSE
"PWY-2941","L-lysine biosynthesis II","Other housekeeping (excluded)",-0.497351954719796,0.615772395406473,0.684752363197908,0.00737770919441056,397.075655625925,FALSE
"AEROBACTINSYN-PWY","aerobactin biosynthesis","Other housekeeping (excluded)",-0.517966542478964,0.600696676815368,0.669817938257136,0,4.99540193888607,FALSE
"PWY-1361","benzoyl-CoA degradation I (aerobic)","Other housekeeping (excluded)",-0.53004700180838,0.59238157245477,0.664185399418984,0,18.5526475644107,FALSE
"PWY-6107","chlorosalicylate degradation","Other housekeeping (excluded)",-0.558758336362023,0.572640735076003,0.646922969723627,0,112.242158218709,FALSE
"PWY-6944","androstenedione degradation","Other housekeeping (excluded)",-0.566768266672421,0.567573881829218,0.643461197505547,0,25.3740421659166,FALSE
"PWY-6470","peptidoglycan biosynthesis V (&beta;-lactam resistance)","Other housekeeping (excluded)",-0.572139263587438,0.56479441469102,0.642098678154316,0.00455924306594242,141.492999409397,FALSE
"PWY-1541","superpathway of taurine degradation","Other housekeeping (excluded)",-0.604282528620607,0.577050138982401,0.648782891065849,0,12.8295439353328,FALSE
"PWY-7007","methyl ketone biosynthesis","Other housekeeping (excluded)",-0.625463092516807,0.527625399926782,0.604911374000564,0,942.930049626675,FALSE
"PWY-6749","CMP-legionaminate biosynthesis I","Other housekeeping (excluded)",-0.688235449535571,0.486913320477418,0.564840221676133,0.0140171510908417,218.81236829009,FALSE
"PWY-6713","L-rhamnose degradation II","Other housekeeping (excluded)",-0.726567244925808,0.464380646611566,0.541555653784835,0.0228057828868653,26.5775767607856,FALSE
"P221-PWY","octane oxidation","Other housekeeping (excluded)",-0.751831195509354,0.447671878304596,0.525079119510002,0.000892902927970728,1093.50775379429,FALSE
"PWY-6397","mycolyl-arabinogalactan-peptidoglycan complex biosynthesis","Other housekeeping (excluded)",-0.76713213058597,0.438691396307915,0.517528690716873,0.00208530938804747,73.413138941177,FALSE
"PWY-7332","superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis","Other housekeeping (excluded)",-0.77026625452123,0.436656974809052,0.516626130079315,0.0183068899717621,1299.13345644231,FALSE
"FOLSYN-PWY","superpathway of tetrahydrofolate biosynthesis and salvage","Other housekeeping (excluded)",-0.781429874916232,0.430034243454576,0.510273869055429,0.00463593899146135,3993.78049551047,FALSE
"PWY-5863","superpathway of phylloquinol biosynthesis","Other housekeeping (excluded)",-0.813224605887578,0.4117788164093,0.49292346552525,0.00716310589151229,1259.68276834638,FALSE
"P101-PWY","ectoine biosynthesis","Other housekeeping (excluded)",-0.833904903071993,0.399867151913667,0.480076492120538,0.00122540735539038,317.441323024133,FALSE
"PWY-6404","superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis","Other housekeeping (excluded)",-0.841773346784232,0.395481547547759,0.476215946307508,0.00330973076475378,181.300530252368,FALSE
"PWY-6948","sitosterol degradation to androstenedione","Other housekeeping (excluded)",-0.8661446358761,0.381610130597333,0.4608763298312,0,77.9162597343606,FALSE
"VALDEG-PWY","L-valine degradation I","Other housekeeping (excluded)",-0.893825269540889,0.367016233849711,0.4511286988698,0.0043971892365572,21.8502104669375,FALSE
"PWY-6906","chitin derivatives degradation","Other housekeeping (excluded)",-0.896004349384331,0.367605781753413,0.4511286988698,0,85.3185876018759,FALSE
"LIPASYN-PWY","phospholipases","Other housekeeping (excluded)",-0.896192106380657,0.370842820666657,0.451895293447094,0,16.3534305339682,FALSE
"PWY-6339","syringate degradation","Other housekeeping (excluded)",-0.910006616234233,0.358526058773998,0.444878371710418,0.000688115503539827,85.0185624558103,FALSE
"PWY-5417","catechol degradation III (ortho-cleavage pathway)","Other housekeeping (excluded)",-0.929946313572746,0.347855952489969,0.434286419212936,0,818.144664233649,FALSE
"PWY-5431","aromatic compounds degradation via &beta;-ketoadipate","Other housekeeping (excluded)",-0.929946313572746,0.347855952489969,0.434286419212936,0,818.144664233649,FALSE
"METHYLGALLATE-DEGRADATION-PWY","methylgallate degradation","Other housekeeping (excluded)",-0.959447908019707,0.332782379884182,0.421939029946611,0.00031767328334706,280.117882905761,FALSE
"PWY1G-0","mycothiol biosynthesis","Other housekeeping (excluded)",-0.978918775121106,0.323321001728366,0.411223899073265,0.0143943504452874,1110.67011342812,FALSE
"P124-PWY","Bifidobacterium shunt","Other housekeeping (excluded)",-1.01467370100423,0.305783974894755,0.391365024472217,0.0100747350969889,3822.09351437401,FALSE
"3-HYDROXYPHENYLACETATE-DEGRADATION-PWY","4-hydroxyphenylacetate degradation","Other housekeeping (excluded)",-1.02488258578783,0.301463343053054,0.388603266234154,2.21454686900874e-05,957.65414294399,FALSE
"PWY-6957","mandelate degradation to acetyl-CoA","Other housekeeping (excluded)",-1.02968916494364,0.301805123785427,0.388603266234154,0,30.1501778720832,FALSE
"PWY-6396","superpathway of 2,3-butanediol biosynthesis","Other housekeeping (excluded)",-1.05653945757549,0.287448108873385,0.372584013730789,0.00560036618833886,370.543931173738,FALSE
"GALLATE-DEGRADATION-II-PWY","gallate degradation I","Other housekeeping (excluded)",-1.06726572602789,0.281486278102907,0.36727174347742,0,263.03273310055,FALSE
"PWY-1882","superpathway of C1 compounds oxidation to CO2","Other housekeeping (excluded)",-1.07144271421521,0.280334080556471,0.36727174347742,0.0134269171041877,95.8713315221039,FALSE
"CATECHOL-ORTHO-CLEAVAGE-PWY","catechol degradation to &beta;-ketoadipate","Other housekeeping (excluded)",-1.07509781109235,0.278136518597692,0.366348100547768,0,855.665344043997,FALSE
"PWY-6478","GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis","Other housekeeping (excluded)",-1.10148781982311,0.267121235813155,0.356453583527718,0.00961645254664451,1300.67272750261,FALSE
"CRNFORCAT-PWY","creatinine degradation I","Other housekeeping (excluded)",-1.10417462720847,0.271726395324087,0.360097533373391,0,54.2519136738113,FALSE
"P621-PWY","nylon-6 oligomer degradation","Other housekeeping (excluded)",-1.12959220103498,0.256056382903549,0.345082608747498,0,235.835170223005,FALSE
"PWY-6505","L-tryptophan degradation XII (Geobacillus)","Other housekeeping (excluded)",-1.13103913918839,0.253907076276605,0.34446726681526,3.15842251528049e-05,93.2521631682627,FALSE
"GALLATE-DEGRADATION-I-PWY","gallate degradation II","Other housekeeping (excluded)",-1.14725997059099,0.247102896920268,0.337486171297145,0,293.779910256108,FALSE
"PWY-7211","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis","Other housekeeping (excluded)",-1.16189694504523,0.241115827484094,0.33153426279063,0.029218439774994,4563.62657267665,FALSE
"PWY-6897","thiamin salvage II","Other housekeeping (excluded)",-1.16399903174541,0.240688937139615,0.33153426279063,0.0298934043172357,5109.10209007324,FALSE
"PWY0-1338","polymyxin resistance","Other housekeeping (excluded)",-1.1672319649805,0.239355685041779,0.331352938136068,0,170.19077659805,FALSE
"PWY-6612","superpathway of tetrahydrofolate biosynthesis","Other housekeeping (excluded)",-1.16859877057935,0.238581280529621,0.331352938136068,0.00303709570022645,3596.08842660522,FALSE
"PWY-5183","superpathway of aerobic toluene degradation","Other housekeeping (excluded)",-1.18967848546268,0.233992394707109,0.32614693371847,0.000465034612580842,46.9941211413372,FALSE
"PWY0-845","superpathway of pyridoxal 5'-phosphate biosynthesis and salvage","Other housekeeping (excluded)",-1.19157716271723,0.231607504621258,0.323932145638666,1.01509499128386e-05,1636.18063161393,FALSE
"PWY-6628","superpathway of L-phenylalanine biosynthesis","Other housekeeping (excluded)",-1.19774159528233,0.228521785921745,0.320718506448794,0.0170972764490201,3877.8264202955,FALSE
"P164-PWY","purine nucleobases degradation I (anaerobic)","Other housekeeping (excluded)",-1.19996629282076,0.22610352508884,0.318422611457293,0.0144722036905158,1065.19456685852,FALSE
"PWY-7431","aromatic biogenic amine degradation (bacteria)","Other housekeeping (excluded)",-1.20043242800883,0.226061558600848,0.318422611457293,8.29259094754908e-06,2987.94862341959,FALSE
"P381-PWY","adenosylcobalamin biosynthesis II (late cobalt incorporation)","Other housekeeping (excluded)",-1.22559433540047,0.21655408362793,0.309254428198483,0.0326210557626203,308.920173066256,FALSE
"PWY-6147","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","Other housekeeping (excluded)",-1.23176012914781,0.214152949572918,0.307986750799214,0,4656.28685789371,FALSE
"PWY-6895","superpathway of thiamin diphosphate biosynthesis II","Other housekeeping (excluded)",-1.23297202894043,0.21573542667278,0.309170136112047,0.0211221807940701,2019.79504543631,FALSE
"PWY-5971","palmitate biosynthesis II (bacteria and plants)","Other housekeeping (excluded)",-1.27957478105941,0.20331332128705,0.29343447433982,0.000338410023324988,1826.06773516334,FALSE
"TYRFUMCAT-PWY","L-tyrosine degradation I","Other housekeeping (excluded)",-1.32222780752839,0.183333422596416,0.266488224988362,0,1643.57006030631,FALSE
"PWY-7234","inosine-5'-phosphate biosynthesis III","Other housekeeping (excluded)",-1.3398996559277,0.17682326756058,0.259913167561842,0.0333198403791012,4406.78996227249,FALSE
"PWY-5178","toluene degradation IV (aerobic) (via catechol)","Other housekeeping (excluded)",-1.34580124889558,0.176395702110818,0.259913167561842,0,148.257582577509,FALSE
"PWY-5430","meta cleavage pathway of aromatic compounds","Other housekeeping (excluded)",-1.35299261534806,0.176894219691966,0.259913167561842,0.00458031897253498,141.875009388527,FALSE
"KETOGLUCONMET-PWY","ketogluconate metabolism","Other housekeeping (excluded)",-1.36555341973176,0.168719578620095,0.251046703851146,0,344.923318259894,FALSE
"PWY-6630","superpathway of L-tyrosine biosynthesis","Other housekeeping (excluded)",-1.39915798304126,0.161125965276214,0.241096573041983,0.0175734567291433,3672.37055494607,FALSE
"PWY-6562","norspermidine biosynthesis","Other housekeeping (excluded)",-1.43831009567382,0.148021851928832,0.223958712769645,0.00308854079634272,170.915679239604,FALSE
"PWY-722","nicotinate degradation I","Other housekeeping (excluded)",-1.48400418483528,0.135147275636508,0.20575185780357,0,104.303635530475,FALSE
"POLYAMINSYN3-PWY","superpathway of polyamine biosynthesis II","Other housekeeping (excluded)",-1.48662199081527,0.135112722150016,0.20575185780357,0.0146693930464746,1011.6159806431,FALSE
"PWY-3941","&beta;-alanine biosynthesis II","Other housekeeping (excluded)",-1.50250906134221,0.130035558078687,0.201233734365116,0,9.61193257312306,FALSE
"PWY0-1415","superpathway of heme biosynthesis from uroporphyrinogen-III","Other housekeeping (excluded)",-1.50443802237104,0.129534713683876,0.201223772783731,0.0177565281482239,2466.94838679692,FALSE
"PWY-1501","mandelate degradation I","Other housekeeping (excluded)",-1.51539259315362,0.126933633941832,0.198699957747407,0,34.5545850447519,FALSE
"PWY-6992","1,5-anhydrofructose degradation","Other housekeeping (excluded)",-1.51591943864941,0.130683955560826,0.201471098156274,0.000946842849909467,77.4722416356122,FALSE
"PWY-5647","2-nitrobenzoate degradation I","Other housekeeping (excluded)",-1.52542821366828,0.124535902441381,0.195699275265027,0,82.6854657724838,FALSE
"PWY-2221","Entner-Doudoroff pathway III (semi-phosphorylative)","Other housekeeping (excluded)",-1.52832550268731,0.12744281001215,0.19873265775841,0.00101838312357547,38.731103348238,FALSE
"PWY-6703","preQ0 biosynthesis","Other housekeeping (excluded)",-1.57328567078817,0.113019036365173,0.179682608596193,0.0369362067492737,3413.01578635501,FALSE
"PWY-7323","superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis","Other housekeeping (excluded)",-1.57673923774457,0.112243729791467,0.17914979617697,0.0213697802804835,4663.52837361746,FALSE
"PWY-6891","thiazole biosynthesis II (Bacillus)","Other housekeeping (excluded)",-1.59272050564968,0.110473888376167,0.177019183342913,0.0102248961742199,861.259732697724,FALSE
"P441-PWY","superpathway of N-acetylneuraminate degradation","Other housekeeping (excluded)",-1.60257188274007,0.10651143669732,0.174097006971122,0.0101986154343303,1769.61567756467,FALSE
