Species_Code,DBH,Latitude,Longitude
PIST,2.80,41.98951,-72.12876
PIST,3.30,41.98951,-72.12875
PIST,1.80,41.98951,-72.12866
PIST,1.40,41.98951,-72.12866
PIST,2.20,41.98951,-72.12842
TSCA,13.50,41.98952,-72.13082
TSCA,21.00,41.98952,-72.13011
PIST,2.70,41.98952,-72.12882
PIST,1.30,41.98952,-72.12882
PIST,1.40,41.98952,-72.12879
PIST,1.90,41.98952,-72.12879
PIST,3.60,41.98952,-72.12874
PIST,1.70,41.98952,-72.12864
PIST,1.30,41.98952,-72.12864
PIST,2.40,41.98952,-72.12850
PIST,5.00,41.98952,-72.12843
TSCA,16.70,41.98952,-72.13079
ACRU,31.70,41.98952,-72.13076
QURU,45.80,41.98952,-72.12965
PIST,5.40,41.98952,-72.12866
PIST,2.40,41.98952,-72.12861
PIST,4.20,41.98952,-72.12856
PIST,1.90,41.98952,-72.12840
PIST,4.40,41.98952,-72.12840
PIST,4.00,41.98952,-72.12867
PIST,2.00,41.98952,-72.12864
ACRU,20.70,41.98952,-72.12856
PIST,2.60,41.98952,-72.12841
TSCA,44.90,41.98952,-72.13061
PIST,2.60,41.98952,-72.12883
PIST,4.80,41.98952,-72.12877
PIST,1.90,41.98952,-72.12877
PIST,2.40,41.98952,-72.12876
PIST,4.00,41.98952,-72.12874
PIST,5.60,41.98952,-72.12865
PIST,3.40,41.98952,-72.12853
PIST,1.50,41.98952,-72.12849
PIST,1.30,41.98952,-72.12841
TSCA,42.30,41.98952,-72.13069
TSCA,16.80,41.98952,-72.13014
PIST,3.60,41.98952,-72.12874
PIST,3.50,41.98952,-72.12883
PIST,1.50,41.98952,-72.12883
PIST,3.10,41.98952,-72.12883
PIST,1.70,41.98952,-72.12877
PIST,1.60,41.98952,-72.12876
PIST,5.40,41.98952,-72.12868
PIST,1.80,41.98952,-72.12864
PIST,5.80,41.98952,-72.12853
TSCA,24.80,41.98952,-72.13073
PIST,4.90,41.98952,-72.12881
PIST,1.10,41.98952,-72.12881
PIST,4.10,41.98952,-72.12878
PIST,6.20,41.98952,-72.12875
PIST,5.80,41.98952,-72.12864
PIST,5.80,41.98952,-72.12854
TSCA,1.60,41.98952,-72.13078
PIST,1.90,41.98952,-72.12881
PIST,1.70,41.98952,-72.12877
PIST,7.90,41.98952,-72.12863
PIST,2.80,41.98952,-72.12861
PIST,2.50,41.98952,-72.12860
PIST,1.60,41.98952,-72.12858
PIST,3.00,41.98952,-72.12858
PIST,5.20,41.98952,-72.12841
TSCA,3.40,41.98952,-72.12975
QURU,41.30,41.98952,-72.12944
PIST,3.10,41.98952,-72.12885
PIST,3.40,41.98952,-72.12885
PIST,2.20,41.98952,-72.12882
PIST,3.00,41.98952,-72.12881
PIST,3.40,41.98952,-72.12880
PIST,3.60,41.98952,-72.12880
PIST,2.40,41.98952,-72.12876
PIST,2.10,41.98952,-72.12875
PIST,5.50,41.98952,-72.12864
PIST,2.50,41.98952,-72.12863
PIST,5.20,41.98952,-72.12843
PIST,2.00,41.98952,-72.12882
PIST,1.10,41.98952,-72.12881
PIST,29.50,41.98952,-72.12878
PIST,1.00,41.98952,-72.12876
PIST,2.70,41.98952,-72.12869
PIST,5.60,41.98952,-72.12862
PIST,2.00,41.98952,-72.12858
PIST,2.20,41.98953,-72.12883
PIST,3.90,41.98953,-72.12881
PIST,3.20,41.98953,-72.12880
PIST,4.00,41.98953,-72.12866
PIST,1.90,41.98953,-72.12864
PIST,2.80,41.98953,-72.12853
PIST,2.20,41.98953,-72.12842
ACRU,24.90,41.98953,-72.13003
ACRU,24.90,41.98953,-72.13003
PIST,1.50,41.98953,-72.12881
PIST,2.40,41.98953,-72.12880
PIST,1.10,41.98953,-72.12864
PIST,1.90,41.98953,-72.12858
PIST,1.20,41.98953,-72.12857
PIST,4.30,41.98953,-72.12850
PIST,3.20,41.98953,-72.12883
PIST,3.30,41.98953,-72.12882
PIST,1.60,41.98953,-72.12881
PIST,1.50,41.98953,-72.12869
PIST,3.80,41.98953,-72.12868
PIST,1.60,41.98953,-72.12864
PIST,16.00,41.98953,-72.12860
PIST,2.30,41.98953,-72.12843
PIST,1.20,41.98953,-72.12884
PIST,2.40,41.98953,-72.12863
TSCA,17.40,41.98953,-72.13017
PIST,2.10,41.98953,-72.12884
PIST,3.10,41.98953,-72.12884
PIST,4.20,41.98953,-72.12855
TSCA,27.80,41.98953,-72.13032
PIST,1.50,41.98953,-72.12884
PIST,1.30,41.98953,-72.12884
BELE,1.70,41.98953,-72.12883
PIST,1.10,41.98953,-72.12882
PIST,1.60,41.98953,-72.12868
PIST,2.40,41.98953,-72.12854
TSCA,28.00,41.98953,-72.13049
TSCA,47.20,41.98953,-72.12955
TSCA,39.40,41.98953,-72.12894
TSCA,1.20,41.98953,-72.12884
PIST,1.20,41.98953,-72.12867
PIST,2.40,41.98953,-72.12865
PIST,1.50,41.98953,-72.12864
PIST,1.70,41.98953,-72.12863
PIST,33.80,41.98953,-72.13072
TSCA,24.50,41.98953,-72.13042
TSCA,15.30,41.98953,-72.13006
TSCA,15.30,41.98953,-72.13006
TSCA,39.10,41.98953,-72.12999
TSCA,39.10,41.98953,-72.12999
PIST,15.60,41.98953,-72.12975
PIST,2.60,41.98953,-72.12885
PIST,5.30,41.98953,-72.12882
PIST,1.20,41.98953,-72.12864
TSCA,15.30,41.98953,-72.13021
TSCA,2.60,41.98953,-72.12882
PIST,2.70,41.98953,-72.12880
PIST,1.50,41.98953,-72.12861
PIST,1.30,41.98953,-72.12857
PIST,3.80,41.98953,-72.12853
PIST,3.10,41.98953,-72.12850
PIST,20.80,41.98953,-72.12971
PIST,3.60,41.98953,-72.12887
PIST,3.00,41.98953,-72.12884
PIST,2.20,41.98954,-72.12870
PIST,1.70,41.98954,-72.12855
TSCA,2.40,41.98954,-72.12854
PIST,3.00,41.98954,-72.12854
TSCA,14.30,41.98954,-72.13019
PIST,49.30,41.98954,-72.12982
ACRU,26.30,41.98954,-72.12966
TSCA,2.20,41.98954,-72.12882
PIST,1.70,41.98954,-72.12881
PIST,1.20,41.98954,-72.12881
PIST,2.80,41.98954,-72.12880
PIST,2.90,41.98954,-72.12870
BELE,26.50,41.98954,-72.13009
BELE,26.50,41.98954,-72.13009
PIST,2.40,41.98954,-72.12870
PIST,2.40,41.98954,-72.12863
PIST,2.30,41.98954,-72.12857
TSCA,32.00,41.98954,-72.13058
PIST,4.50,41.98954,-72.12887
PIST,1.70,41.98954,-72.12883
PIST,2.20,41.98954,-72.12883
ACRU,28.00,41.98954,-72.13064
PIST,62.10,41.98954,-72.13029
PIST,1.20,41.98954,-72.12886
PIST,2.90,41.98954,-72.12883
PIST,2.00,41.98954,-72.12883
PIST,3.10,41.98954,-72.12856
PIST,1.70,41.98954,-72.12839
ACRU,35.50,41.98954,-72.12974
TSCA,30.90,41.98954,-72.12957
PIST,1.20,41.98954,-72.12887
PIST,3.20,41.98954,-72.12886
PIST,2.90,41.98954,-72.12883
PIST,1.70,41.98954,-72.12883
PIST,2.50,41.98954,-72.12857
PIST,1.40,41.98954,-72.12849
TSCA,21.00,41.98954,-72.13005
TSCA,21.00,41.98954,-72.13005
TSCA,16.50,41.98954,-72.13002
TSCA,16.50,41.98954,-72.13002
PIST,40.10,41.98954,-72.12913
PIST,3.70,41.98954,-72.12884
PIST,1.70,41.98954,-72.12884
PIST,4.30,41.98954,-72.12857
PIST,4.00,41.98954,-72.12854
PIST,2.30,41.98954,-72.12850
TSCA,22.10,41.98954,-72.13078
PIST,1.20,41.98954,-72.12900
PIST,1.40,41.98954,-72.12891
PIST,1.00,41.98954,-72.12887
PIST,1.80,41.98954,-72.12887
PIST,1.90,41.98954,-72.12884
PIST,3.00,41.98954,-72.12882
PIST,5.20,41.98954,-72.12867
PIST,1.50,41.98954,-72.12901
PIST,1.70,41.98954,-72.12882
PIST,1.80,41.98954,-72.12860
PIST,7.40,41.98954,-72.12855
PIST,4.50,41.98954,-72.12854
TSCA,14.50,41.98955,-72.13069
TSCA,16.60,41.98955,-72.13016
PIST,1.90,41.98955,-72.12890
PIST,2.30,41.98955,-72.12888
PIST,5.00,41.98955,-72.12860
PIST,6.70,41.98955,-72.12857
TSCA,47.50,41.98955,-72.12943
TSCA,33.50,41.98955,-72.12915
PIST,1.70,41.98955,-72.12890
PIST,4.70,41.98955,-72.12869
PIST,1.90,41.98955,-72.12854
PIST,3.80,41.98955,-72.12854
PIST,2.50,41.98955,-72.12854
PIST,1.70,41.98955,-72.12838
PIST,2.40,41.98955,-72.12888
PIST,2.00,41.98955,-72.12883
PIST,4.50,41.98955,-72.12868
PIST,29.00,41.98955,-72.12860
TSCA,17.10,41.98955,-72.13021
PIST,1.60,41.98955,-72.12889
PIST,1.60,41.98955,-72.12883
PIST,3.40,41.98955,-72.12860
TSCA,18.10,41.98955,-72.12960
PIST,2.60,41.98955,-72.12883
PIST,2.60,41.98955,-72.12883
PIST,1.50,41.98955,-72.12855
PIST,1.50,41.98955,-72.12855
TSCA,28.20,41.98955,-72.13064
TSCA,22.80,41.98955,-72.13041
BELE,1.40,41.98955,-72.12972
ACRU,29.70,41.98955,-72.12920
PIST,3.70,41.98955,-72.12882
PIST,5.40,41.98955,-72.12865
PIST,2.80,41.98955,-72.12864
PIST,2.80,41.98955,-72.12857
PIST,1.40,41.98955,-72.12855
TSCA,26.40,41.98955,-72.13029
TSCA,14.00,41.98955,-72.13010
BELE,1.40,41.98955,-72.12979
PIST,2.40,41.98955,-72.12864
PIST,1.00,41.98955,-72.12854
BELE,25.70,41.98955,-72.13007
BELE,25.70,41.98955,-72.13007
PIST,1.50,41.98955,-72.12883
ACRU,10.70,41.98955,-72.12970
PIST,3.90,41.98955,-72.12870
PIST,3.60,41.98955,-72.12858
PIST,17.30,41.98955,-72.12972
PIST,1.90,41.98955,-72.12905
ACRU,19.10,41.98955,-72.12894
ACRU,14.50,41.98955,-72.12884
PIST,3.20,41.98955,-72.12881
PIST,3.20,41.98955,-72.12860
PIST,2.40,41.98955,-72.12857
PIST,2.00,41.98955,-72.12856
PIST,2.50,41.98955,-72.12855
QURU,44.70,41.98956,-72.12992
QURU,44.70,41.98956,-72.12992
PIST,2.60,41.98956,-72.12881
PIST,1.40,41.98956,-72.12883
PIST,3.60,41.98956,-72.12869
PIST,3.00,41.98956,-72.12868
TSCA,39.70,41.98956,-72.13082
ACRU,23.90,41.98956,-72.13036
PIST,1.50,41.98956,-72.12883
PIST,3.60,41.98956,-72.12881
TSCA,19.50,41.98956,-72.13054
BELE,17.30,41.98956,-72.13031
ACRU,27.70,41.98956,-72.12870
PIST,1.70,41.98956,-72.12855
TSCA,52.50,41.98956,-72.13057
PIST,1.10,41.98956,-72.12901
PIST,1.30,41.98956,-72.12901
TSCA,40.00,41.98956,-72.12876
PIST,5.70,41.98956,-72.12859
PIST,1.30,41.98956,-72.12855
TSCA,24.80,41.98956,-72.13035
ACRU,28.00,41.98956,-72.12963
PIST,1.50,41.98956,-72.12901
ACRU,16.50,41.98956,-72.12866
PIST,1.30,41.98956,-72.12861
PIST,3.80,41.98956,-72.12859
PIST,1.70,41.98956,-72.12854
TSCA,1.40,41.98956,-72.12980
PIST,3.70,41.98956,-72.12884
PIST,4.20,41.98956,-72.12883
PIST,3.70,41.98956,-72.12859
PIST,4.70,41.98956,-72.12858
PIST,1.50,41.98956,-72.12858
PIST,3.50,41.98956,-72.12856
PIST,2.70,41.98956,-72.12856
PIST,3.20,41.98956,-72.12854
TSCA,21.30,41.98956,-72.13007
TSCA,21.30,41.98956,-72.13007
PIST,1.20,41.98956,-72.12900
PIST,1.40,41.98956,-72.12867
PIST,2.00,41.98956,-72.12853
TSCA,36.00,41.98956,-72.13050
PIST,1.10,41.98956,-72.12901
PIST,3.50,41.98956,-72.12882
PIST,1.50,41.98956,-72.12866
PIST,3.40,41.98956,-72.12860
PIST,2.30,41.98956,-72.12856
PIST,1.00,41.98956,-72.12854
TSCA,38.50,41.98956,-72.13068
PIST,1.50,41.98956,-72.12887
PIST,1.20,41.98956,-72.12866
PIST,1.90,41.98956,-72.12862
PIST,3.70,41.98956,-72.12860
PIST,1.50,41.98956,-72.12860
PIST,2.40,41.98956,-72.12860
PIST,3.40,41.98956,-72.12859
PIST,1.70,41.98956,-72.12859
BELE,47.10,41.98956,-72.12846
PIST,2.60,41.98957,-72.12862
PIST,1.20,41.98957,-72.12860
PIST,1.40,41.98957,-72.12853
BELE,4.00,41.98957,-72.12979
TSCA,20.90,41.98957,-72.12931
PIST,1.50,41.98957,-72.12885
PIST,1.80,41.98957,-72.12838
PIST,1.20,41.98957,-72.12904
PIST,1.70,41.98957,-72.12901
PIST,1.20,41.98957,-72.12900
BELE,1.10,41.98957,-72.12905
PIST,1.40,41.98957,-72.12900
ACRU,15.40,41.98957,-72.12861
TSCA,60.90,41.98957,-72.13029
PIST,1.40,41.98957,-72.12901
PIST,1.30,41.98957,-72.12900
PIST,2.30,41.98957,-72.12870
PIST,1.20,41.98957,-72.12870
ACRU,9.90,41.98957,-72.12884
PIST,1.30,41.98957,-72.12880
PIST,1.40,41.98957,-72.12864
QURU,40.80,41.98957,-72.12875
PIST,2.50,41.98957,-72.12865
PIST,1.80,41.98957,-72.12852
ACRU,8.70,41.98957,-72.13032
TSCA,26.50,41.98957,-72.12929
PIST,3.50,41.98957,-72.12886
PIST,2.20,41.98957,-72.12884
PIST,2.00,41.98957,-72.12884
PIST,1.50,41.98957,-72.12869
TSCA,19.20,41.98957,-72.13038
TSCA,1.90,41.98957,-72.12974
ACRU,10.30,41.98957,-72.12937
PIST,1.60,41.98957,-72.12890
PIST,3.20,41.98957,-72.12882
PIST,1.90,41.98957,-72.12881
PIST,3.10,41.98957,-72.12856
TSCA,26.30,41.98958,-72.13060
PIST,22.20,41.98958,-72.12916
PIST,2.20,41.98958,-72.12888
PIST,2.60,41.98958,-72.12884
TSCA,28.10,41.98958,-72.13075
TSCA,2.30,41.98958,-72.12976
PIST,1.60,41.98958,-72.12892
PIST,1.20,41.98958,-72.12889
PIST,1.40,41.98958,-72.12886
PIST,3.50,41.98958,-72.12862
PIST,1.00,41.98958,-72.12838
PIST,1.20,41.98958,-72.12901
PIST,1.70,41.98958,-72.12891
PIST,1.50,41.98958,-72.12901
PIST,2.40,41.98958,-72.12885
PIST,1.50,41.98958,-72.12865
PIST,3.30,41.98958,-72.12860
PIST,2.20,41.98958,-72.12856
TSCA,40.00,41.98958,-72.13071
TSCA,18.50,41.98958,-72.13014
TSCA,10.90,41.98958,-72.13013
PIST,1.90,41.98958,-72.12890
PIST,1.90,41.98958,-72.12860
PIST,2.90,41.98958,-72.12857
PIST,3.10,41.98958,-72.12857
PIST,3.00,41.98958,-72.12856
PIST,3.70,41.98958,-72.12855
PIST,3.00,41.98958,-72.12843
PIST,1.70,41.98958,-72.12838
PIST,3.00,41.98958,-72.12838
TSCA,29.20,41.98958,-72.12997
TSCA,29.20,41.98958,-72.12997
TSCA,1.50,41.98958,-72.12974
PIST,1.20,41.98958,-72.12903
PIST,1.30,41.98958,-72.12892
PIST,3.10,41.98958,-72.12885
PIST,1.00,41.98958,-72.12867
PIST,1.90,41.98958,-72.12863
TSCA,23.60,41.98958,-72.12849
PIST,1.50,41.98958,-72.12838
PIST,2.80,41.98958,-72.12838
PIST,1.40,41.98958,-72.12838
PIST,2.00,41.98958,-72.12838
TSCA,20.70,41.98958,-72.12996
TSCA,20.70,41.98958,-72.12996
PIST,2.00,41.98958,-72.12863
PIST,1.50,41.98958,-72.12862
PIST,2.80,41.98958,-72.12860
PIST,1.20,41.98958,-72.12857
BELE,1.00,41.98958,-72.12969
PIST,1.00,41.98958,-72.12899
PIST,4.00,41.98958,-72.12864
PIST,3.70,41.98958,-72.12862
PIST,2.80,41.98958,-72.12857
PIST,1.60,41.98958,-72.12856
PIST,63.00,41.98958,-72.12975
PIST,1.00,41.98958,-72.12892
PIST,1.80,41.98958,-72.12867
PIST,2.00,41.98958,-72.12867
PIST,3.30,41.98958,-72.12864
PIST,4.90,41.98958,-72.12859
PIST,1.60,41.98958,-72.12855
ACRU,23.40,41.98958,-72.12994
ACRU,23.40,41.98958,-72.12994
PIST,60.60,41.98958,-72.12963
PIST,1.60,41.98958,-72.12890
PIST,2.00,41.98958,-72.12890
ACRU,14.40,41.98959,-72.12999
ACRU,14.40,41.98959,-72.12999
ACRU,18.60,41.98959,-72.12927
PIST,1.20,41.98959,-72.12889
PIST,1.10,41.98959,-72.12881
PIST,2.00,41.98959,-72.12879
PIST,1.20,41.98959,-72.12867
PIST,2.90,41.98959,-72.12864
PIST,1.10,41.98959,-72.12855
BELE,24.00,41.98959,-72.12854
QURU,37.80,41.98959,-72.13036
PIST,1.00,41.98959,-72.12894
PIST,1.30,41.98959,-72.12858
TSCA,24.40,41.98959,-72.13024
PIST,1.80,41.98959,-72.12892
PIST,2.70,41.98959,-72.12891
PIST,1.80,41.98959,-72.12884
QURU,36.70,41.98959,-72.12877
PIST,38.00,41.98959,-72.12862
PIST,1.90,41.98959,-72.12862
TSCA,24.30,41.98959,-72.13050
PIST,2.10,41.98959,-72.12879
PIST,1.60,41.98959,-72.12840
PIST,1.20,41.98959,-72.12893
PIST,1.10,41.98959,-72.12893
PIST,1.20,41.98959,-72.12892
PIST,1.60,41.98959,-72.12866
PIST,1.30,41.98959,-72.12865
PIST,4.00,41.98959,-72.12855
PIST,2.20,41.98959,-72.12838
TSCA,13.60,41.98959,-72.13074
PIST,17.70,41.98959,-72.12889
PIST,1.20,41.98959,-72.12886
PIST,1.50,41.98959,-72.12879
PIST,1.80,41.98959,-72.12865
PIST,2.00,41.98959,-72.12840
PIST,1.80,41.98959,-72.12840
PIST,1.60,41.98959,-72.12840
PIST,3.90,41.98959,-72.12840
PIST,1.10,41.98959,-72.12893
PIST,3.60,41.98959,-72.12886
PIST,1.20,41.98959,-72.12878
PIST,2.60,41.98959,-72.12855
PIST,1.50,41.98959,-72.12840
TSCA,26.80,41.98959,-72.13023
TSCA,18.80,41.98959,-72.13010
PIST,1.10,41.98959,-72.12900
PIST,1.20,41.98959,-72.12892
PIST,3.40,41.98959,-72.12891
PIST,1.10,41.98959,-72.12889
PIST,1.90,41.98959,-72.12888
PIST,3.00,41.98959,-72.12887
PIST,2.00,41.98959,-72.12886
PIST,2.20,41.98959,-72.12878
PIST,2.70,41.98959,-72.12870
PIST,4.70,41.98959,-72.12862
PIST,1.30,41.98959,-72.12855
PIST,1.60,41.98959,-72.12893
PIST,1.50,41.98959,-72.12889
PIST,6.00,41.98959,-72.12883
PIST,1.70,41.98959,-72.12864
PIST,1.70,41.98959,-72.12864
TSCA,2.00,41.98959,-72.12862
PIST,2.20,41.98959,-72.12855
PIST,1.20,41.98959,-72.12840
TSCA,11.80,41.98960,-72.13065
QURU,52.60,41.98960,-72.12998
QURU,52.60,41.98960,-72.12998
PIST,1.50,41.98960,-72.12899
PIST,1.20,41.98960,-72.12896
PIST,2.90,41.98960,-72.12889
PIST,3.00,41.98960,-72.12864
PIST,4.80,41.98960,-72.12864
PIST,1.80,41.98960,-72.12863
PIST,1.70,41.98960,-72.12842
PIST,1.10,41.98960,-72.12839
TSCA,16.20,41.98960,-72.13070
PIST,2.30,41.98960,-72.12889
PIST,1.00,41.98960,-72.12866
PIST,1.70,41.98960,-72.12864
PIST,3.00,41.98960,-72.12855
BELE,29.90,41.98960,-72.13060
TSCA,31.00,41.98960,-72.12995
TSCA,31.00,41.98960,-72.12995
PIST,1.20,41.98960,-72.12891
PIST,17.50,41.98960,-72.12891
PIST,2.70,41.98960,-72.12881
PIST,1.70,41.98960,-72.12879
PIST,2.30,41.98960,-72.12877
PIST,1.40,41.98960,-72.12864
PIST,2.50,41.98960,-72.12840
PIST,1.30,41.98960,-72.12881
PIST,2.30,41.98960,-72.12876
ACRU,29.00,41.98960,-72.12947
PIST,2.60,41.98960,-72.12886
PIST,3.00,41.98960,-72.12884
PIST,1.60,41.98960,-72.12882
PIST,1.90,41.98960,-72.12871
PIST,2.50,41.98960,-72.12871
PIST,1.90,41.98960,-72.12840
PIST,1.70,41.98960,-72.12838
TSCA,12.30,41.98960,-72.13076
PIST,2.20,41.98960,-72.12893
PIST,1.70,41.98960,-72.12882
PIST,2.60,41.98960,-72.12878
PIST,1.40,41.98960,-72.12878
PIST,1.50,41.98960,-72.12838
BELE,32.90,41.98960,-72.13006
BELE,32.90,41.98960,-72.13006
PIST,2.40,41.98960,-72.12877
PIST,2.30,41.98960,-72.12871
PIST,2.20,41.98960,-72.12866
PIST,1.90,41.98960,-72.12840
PIST,2.20,41.98960,-72.12840
PIST,1.60,41.98960,-72.12840
PIST,1.90,41.98960,-72.12840
PIST,1.20,41.98960,-72.12840
PIST,1.10,41.98960,-72.12840
PIST,1.60,41.98960,-72.12839
PIST,1.10,41.98960,-72.12838
PIST,1.70,41.98960,-72.12837
PIST,1.70,41.98960,-72.12881
PIST,2.90,41.98960,-72.12871
PIST,1.90,41.98960,-72.12862
TSCA,20.50,41.98960,-72.13050
PIST,21.20,41.98960,-72.12895
PIST,4.50,41.98960,-72.12881
PIST,2.70,41.98960,-72.12875
PIST,1.00,41.98960,-72.12869
PIST,1.70,41.98960,-72.12862
QURU,55.00,41.98960,-72.12860
PIST,1.30,41.98960,-72.12841
TSCA,24.60,41.98960,-72.13002
TSCA,24.60,41.98960,-72.13002
ACRU,15.00,41.98960,-72.12940
ACRU,24.60,41.98960,-72.12900
PIST,1.00,41.98960,-72.12893
PIST,2.40,41.98960,-72.12879
PIST,1.30,41.98960,-72.12871
PIST,1.90,41.98960,-72.12867
PIST,1.20,41.98960,-72.12867
PIST,1.50,41.98960,-72.12841
PIST,2.60,41.98960,-72.12840
PIST,1.20,41.98960,-72.12839
PIST,1.60,41.98960,-72.12839
PIST,1.50,41.98961,-72.12893
PIST,4.00,41.98961,-72.12886
PIST,2.50,41.98961,-72.12882
PIST,1.10,41.98961,-72.12871
PIST,24.80,41.98961,-72.12870
PIST,1.10,41.98961,-72.12840
TSCA,13.90,41.98961,-72.13044
TSCA,17.80,41.98961,-72.12994
TSCA,17.80,41.98961,-72.12994
PIST,4.50,41.98961,-72.12861
PIST,2.20,41.98961,-72.12839
TSCA,9.90,41.98961,-72.13032
PIST,67.50,41.98961,-72.13010
PIST,3.00,41.98961,-72.12885
PIST,2.10,41.98961,-72.12867
PIST,1.40,41.98961,-72.12861
PIST,1.40,41.98961,-72.12840
TSCA,9.00,41.98961,-72.13001
TSCA,9.00,41.98961,-72.13001
PIST,2.00,41.98961,-72.12881
PIST,25.00,41.98961,-72.12870
PIST,1.70,41.98961,-72.12866
PIST,1.50,41.98961,-72.12839
QURU,40.90,41.98961,-72.12995
QURU,40.90,41.98961,-72.12995
PIST,2.00,41.98961,-72.12883
PIST,2.00,41.98961,-72.12841
PIST,1.30,41.98961,-72.12841
PIST,1.20,41.98961,-72.12839
ACRU,31.00,41.98961,-72.12986
ACRU,31.00,41.98961,-72.12986
ACRU,17.30,41.98961,-72.12960
PIST,3.50,41.98961,-72.12882
PIST,4.00,41.98961,-72.12864
PIST,2.10,41.98961,-72.12840
TSCA,7.10,41.98961,-72.13020
ACRU,27.50,41.98961,-72.12898
PIST,2.70,41.98961,-72.12887
PIST,2.90,41.98961,-72.12887
PIST,2.00,41.98961,-72.12875
PIST,1.30,41.98961,-72.12866
PIST,2.00,41.98961,-72.12841
PIST,1.10,41.98961,-72.12841
TSCA,4.90,41.98961,-72.13081
PIST,12.70,41.98961,-72.12891
PIST,2.70,41.98961,-72.12886
PIST,1.60,41.98961,-72.12886
PIST,1.10,41.98961,-72.12880
PIST,3.30,41.98961,-72.12876
PIST,1.50,41.98961,-72.12865
PIST,2.10,41.98961,-72.12889
PIST,1.60,41.98961,-72.12888
PIST,1.90,41.98961,-72.12887
PIST,1.20,41.98961,-72.12875
PIST,1.30,41.98961,-72.12866
ACRU,11.00,41.98961,-72.12924
PIST,1.50,41.98961,-72.12889
BELE,2.80,41.98961,-72.12880
PIST,1.70,41.98961,-72.12876
TSCA,34.80,41.98962,-72.13082
TSCA,25.80,41.98962,-72.12996
TSCA,25.80,41.98962,-72.12996
PIST,15.20,41.98962,-72.12968
PIST,2.30,41.98962,-72.12891
PIST,4.10,41.98962,-72.12880
TSCA,17.20,41.98962,-72.13023
PIST,73.20,41.98962,-72.12958
PIST,1.70,41.98962,-72.12886
PIST,2.60,41.98962,-72.12883
PIST,2.30,41.98962,-72.12870
PIST,1.40,41.98962,-72.12866
PIST,3.30,41.98962,-72.12866
PIST,1.70,41.98962,-72.12859
PIST,2.10,41.98962,-72.12892
PIST,2.00,41.98962,-72.12892
PIST,3.00,41.98962,-72.12883
PIST,1.50,41.98962,-72.12870
PIST,3.00,41.98962,-72.12869
PIST,1.30,41.98962,-72.12866
PIST,2.70,41.98962,-72.12866
ACRU,25.00,41.98962,-72.12944
PIST,3.00,41.98962,-72.12887
PIST,1.90,41.98962,-72.12876
PIST,2.20,41.98962,-72.12876
PIST,3.00,41.98962,-72.12874
PIST,2.90,41.98962,-72.12872
PIST,2.60,41.98962,-72.12864
PIST,2.00,41.98962,-72.12864
PIST,1.20,41.98962,-72.12841
PIST,2.30,41.98962,-72.12840
TSCA,13.30,41.98962,-72.13068
TSCA,18.20,41.98962,-72.13034
PIST,2.20,41.98962,-72.12887
PIST,1.20,41.98962,-72.12887
PIST,2.00,41.98962,-72.12879
PIST,2.80,41.98962,-72.12875
PIST,2.00,41.98962,-72.12865
PIST,3.00,41.98962,-72.12865
PIST,1.90,41.98962,-72.12855
PIST,1.90,41.98962,-72.12854
TSCA,54.80,41.98962,-72.13024
TSCA,36.50,41.98962,-72.13017
PIST,2.80,41.98962,-72.12888
PIST,1.30,41.98962,-72.12887
PIST,1.00,41.98962,-72.12887
PIST,3.40,41.98962,-72.12885
PIST,1.70,41.98962,-72.12880
PIST,3.10,41.98962,-72.12875
PIST,2.70,41.98962,-72.12864
TSCA,18.90,41.98962,-72.13004
TSCA,18.90,41.98962,-72.13004
PIST,20.00,41.98962,-72.12935
PIST,3.00,41.98962,-72.12891
PIST,2.20,41.98962,-72.12889
PIST,3.10,41.98962,-72.12883
PIST,2.20,41.98962,-72.12876
PIST,2.80,41.98962,-72.12868
PIST,1.20,41.98962,-72.12865
PIST,1.50,41.98962,-72.12854
PIST,1.30,41.98962,-72.12841
TSCA,37.40,41.98962,-72.13082
PIST,2.70,41.98962,-72.12890
PIST,2.80,41.98962,-72.12869
TSCA,28.10,41.98962,-72.12929
PIST,45.90,41.98962,-72.12906
PIST,1.30,41.98962,-72.12892
PIST,1.70,41.98962,-72.12885
PIST,2.60,41.98962,-72.12882
PIST,3.90,41.98962,-72.12868
PIST,2.60,41.98962,-72.12868
PIST,1.10,41.98962,-72.12841
PIST,2.70,41.98962,-72.12885
PIST,3.00,41.98962,-72.12872
PIST,1.30,41.98962,-72.12868
PIST,1.40,41.98962,-72.12868
PIST,1.80,41.98962,-72.12859
TSCA,48.70,41.98962,-72.12849
PIST,2.30,41.98962,-72.12841
QURU,39.80,41.98963,-72.12976
PIST,2.10,41.98963,-72.12881
PIST,2.60,41.98963,-72.12880
PIST,1.50,41.98963,-72.12877
PIST,3.40,41.98963,-72.12876
PIST,1.90,41.98963,-72.12841
PIST,2.80,41.98963,-72.12886
PIST,4.10,41.98963,-72.12881
PIST,2.40,41.98963,-72.12877
PIST,1.30,41.98963,-72.12867
PIST,1.30,41.98963,-72.12841
TSCA,35.60,41.98963,-72.12992
TSCA,35.60,41.98963,-72.12992
PIST,1.60,41.98963,-72.12886
PIST,1.70,41.98963,-72.12881
PIST,1.90,41.98963,-72.12876
PIST,1.30,41.98963,-72.12876
PIST,2.10,41.98963,-72.12872
PIST,2.40,41.98963,-72.12868
